date,time,label,back_x,back_y,back_z,thigh_x,thigh_y,thigh_z,source
2021-03-24,14:42:04,6,-0.9705020588235296,-0.0540268529411764,0.2029669999999999,-0.9711914411764704,-0.0614588235294117,-0.0174991470588235,1
2021-03-24,14:42:05,6,-0.9387854693877552,-0.0430883061224489,0.2829689795918367,-0.9646145714285714,-0.047069387755102,0.0403279999999999,1
2021-03-24,14:42:06,6,-0.9200654705882352,-0.0426240588235294,0.3304850196078431,-0.953125,-0.0274634117647058,0.0966605098039215,1
2021-03-24,14:42:07,6,-0.9212721020408164,-0.0474728979591836,0.3242237551020408,-0.953125,-0.0173389999999999,0.0969586734693877,1
2021-03-24,14:42:08,6,-0.9079733137254902,-0.0414943333333333,0.3473690196078431,-0.953125,-0.027362862745098,0.089877294117647,1
2021-03-24,14:42:09,6,-0.9215760612244898,-0.0442243265306122,0.326495693877551,-0.9528111224489796,-0.0124561020408163,0.1008749795918367,1
2021-03-24,14:42:10,6,-0.9215638431372548,-0.0474590392156862,0.3313706470588235,-0.953125,-0.009578862745098,0.0945973333333333,1
2021-03-24,14:42:11,6,-0.9221789387755104,-0.046875,0.3244429387755101,-0.953125,-0.0114596734693877,0.0960071020408163,1
2021-03-24,14:42:12,6,-0.924455294117647,-0.0465590588235294,0.3133808235294117,-0.9528138235294118,-0.0113979803921568,0.1018066470588235,1
2021-03-24,14:42:13,6,-0.92927393877551,-0.0474828775510204,0.3045579591836734,-0.9528011428571428,-0.0057048979591836,0.1087521836734694,1
2021-03-24,14:42:14,6,-0.922784568627451,-0.0456686470588235,0.3189673725490196,-0.952215450980392,-0.0137101764705882,0.1066559411764705,1
2021-03-24,14:42:15,6,-0.9231056734693877,-0.0455645918367346,0.3194206326530612,-0.952487224489796,-0.0105628367346938,0.1065100612244897,1
2021-03-24,14:42:16,6,-0.9224638235294116,-0.046875,0.3154153333333333,-0.953125,-0.010837862745098,0.1006337843137254,1
2021-03-24,14:42:17,6,-0.9215561020408164,-0.0419424081632653,0.3183095714285714,-0.953125,-0.0125707142857142,0.0978854897959183,1
2021-03-24,14:42:18,6,-0.9114439803921568,-0.0415469999999999,0.3437978235294117,-0.9534170196078432,-0.0255533725490196,0.0851332745098039,1
2021-03-24,14:42:19,6,-0.90625,-0.0334772040816326,0.3561812653061224,-0.9534289591836734,-0.0273686734693877,0.0808404489795918,1
2021-03-24,14:42:20,6,-0.907714862745098,-0.0388375098039215,0.3447504901960784,-0.953996274509804,-0.0189185294117647,0.0841279803921568,1
2021-03-24,14:42:21,6,-0.9132154897959184,-0.0420569387755101,0.3419812244897959,-0.953125,-0.0149922448979591,0.0865054489795918,1
2021-03-24,14:42:22,6,-0.9138039803921568,-0.0365971960784313,0.3400208823529412,-0.9534122352941176,-0.015625,0.088513,1
2021-03-24,14:42:23,6,-0.9105349795918368,-0.0380958979591836,0.3448312244897958,-0.953125,-0.0159139795918367,0.093456081632653,1
2021-03-24,14:42:24,6,-0.9134018823529412,-0.0384928431372548,0.3405857647058823,-0.9531154313725492,-0.0161754901960784,0.0996524705882352,1
2021-03-24,14:42:25,6,-0.9136489795918368,-0.0356295714285714,0.3394700612244897,-0.953125,-0.0124909999999999,0.1011140408163265,1
2021-03-24,14:42:26,6,-0.9073989019607844,-0.0374779999999999,0.3504423137254902,-0.9516266666666668,-0.0101964705882352,0.105334725490196,1
2021-03-24,14:42:27,6,-0.9034947142857144,-0.0324707346938775,0.3648905714285714,-0.9525171224489796,-0.0150071632653061,0.102459387755102,1
2021-03-24,14:42:28,6,-0.9059627843137256,-0.0368509019607843,0.3584654705882353,-0.9518899215686274,-0.0076640784313725,0.1028310980392156,1
2021-03-24,14:42:29,6,-0.896509306122449,-0.0321368775510204,0.3736995714285714,-0.9528011428571428,-0.011708775510204,0.1008051428571428,1
2021-03-24,14:42:30,6,-0.8944211764705882,-0.0312069215686274,0.3738558823529411,-0.9528138235294118,-0.0140883333333333,0.1021752352941176,1
2021-03-24,14:42:31,6,-0.8987912653061224,-0.0316037346938775,0.3712183061224489,-0.953125,-0.0096061632653061,0.0983388979591836,1
2021-03-24,14:42:32,6,-0.8925685294117647,-0.0321356274509803,0.3757468039215686,-0.953125,-0.015907431372549,0.0980009999999999,1
2021-03-24,14:42:33,6,-0.892164612244898,-0.0305673673469387,0.376624306122449,-0.9521933061224488,-0.0131188367346938,0.0989118163265306,1
2021-03-24,14:42:34,6,-0.8940047058823529,-0.0325042549019607,0.3773409215686274,-0.9528186274509804,-0.0064386274509803,0.0990540784313725,1
2021-03-24,14:42:35,6,-0.8925981020408164,-0.0315041836734693,0.3791952244897959,-0.954041775510204,-0.0193817959183673,0.085135387755102,1
2021-03-24,14:42:36,6,-0.8998545098039216,-0.0172909019607843,0.3653971568627451,-0.9539866470588236,-0.0263480784313725,0.0837114901960784,1
2021-03-24,14:42:37,6,-0.8983229183673469,-0.0354252857142857,0.3731814081632653,-0.9537229183673468,-0.011160693877551,0.0869141020408163,1
2021-03-24,14:42:38,6,-0.8943924509803922,-0.0383157058823529,0.3737696666666666,-0.9469736470588236,-0.0079035098039215,0.1185087843137254,1
2021-03-24,14:42:39,6,-0.8927525306122449,-0.0446777346938775,0.3797532448979592,-0.9482023469387756,-0.0047931632653061,0.1156429387755102,1
2021-03-24,14:42:40,6,-0.8940238431372549,-0.0359700980392156,0.3834060980392156,-0.9528138235294118,-0.0032839411764705,0.0808057843137254,1
2021-03-24,14:42:41,6,-0.8958715510204082,-0.0319874081632653,0.3738739591836735,-0.9537278979591836,-0.0065070612244897,0.0830278163265306,1
2021-03-24,14:42:42,6,-0.8909074509803923,-0.0280905686274509,0.3819556274509804,-0.953417,-0.0080375098039215,0.0810978235294117,1
2021-03-24,14:42:43,6,-0.8906050612244898,-0.0308414897959183,0.3857272244897959,-0.9527862040816326,-0.0155104285714285,0.0877859999999999,1
2021-03-24,14:42:44,6,-0.896853,-0.027650156862745,0.3719171372549019,-0.950717137254902,-0.0066013725490196,0.1013279019607843,1
2021-03-24,14:42:45,6,-0.8911481836734694,-0.0300940612244897,0.3856774081632653,-0.9524872448979592,-0.0156249999999999,0.1083386530612244,1
2021-03-24,14:42:46,6,-0.8897872352941176,-0.0354529803921568,0.3871065490196078,-0.9527420196078432,-0.0045046078431372,0.0913851764705882,1
2021-03-24,14:42:47,6,-0.8909587959183674,-0.0313048163265306,0.3843769999999999,-0.9509925102040816,-0.0146534489795918,0.1128627346938775,1
2021-03-24,14:42:48,6,-0.9017166470588236,-0.0347254117647058,0.3682693921568628,-0.9522059019607844,-0.0119293333333333,0.1018018431372548,1
2021-03-24,14:42:49,6,-0.9074607346938776,-0.0272690612244897,0.3505909387755102,-0.9537278979591836,-0.0063925102040816,0.0881945918367346,1
2021-03-24,14:42:50,6,-0.9107833921568628,-0.0363386666666666,0.3474648039215686,-0.953058,-0.0248305294117647,0.0786946666666666,1
